text,label
"Let it be known to everyone, the story of Pakistan, the story of Lahore, is the story of love; the love between a Sufi saint and a Hindu boy - a line could divide two religions and create two nations but it could not push apart Shah Hussain and Madhu Lal, who still lay together.",7
"@user How does that make sense?? ""Honey it's just the internet waves, theyre giving you bad feelings. You're not trans tho I promise""",7
@IngrahamAngle They should be in fenced in tent cities. Treated humanely and sent home. Emotions and fears of being called racist or mean are bankrupting and destroying this once great nation.,4
You hoes will still get beat up try me,0
"men are so fake to each other, sometimes more than girls lmfao",7
"ICYMI: I wrote about the history of queerness on SNL — its absence and presence, and the ways we used to laugh at and with it — and compiled a bunch of favorite sketches (and also less-favorite ones that were burned into my psyche FOR SOME REASON): {URL} {URL}",7
@user @user @cnnbrk Go have some cow urine.... And it's going dark u need to go to fields for doing shit... Islam is a religion from thousands years but u make ur God with cement every next year. Don't try to teach father how to fuck u asshole.,3
"@TomiLahren Long after Trump is gone high amounts of people will be coming to the US to seek refugee from the crime chaos. ASK YOUR ELDERS IN YOUR FAMILY WHY THEY CAME TO THE US!!! They was running away from something, someone or a combination of the two...",7
With this they have verified that their masters are #IslamicState Hope they knew how women was treated under 370,7
"@user @user That's perfectly fine! Especially if the politician of color is a member of .@TheDemocrats Party, & the white politician is a member of the .@GOP",7
"fuck bitches, id rather be a fag and fuck guys, sike",2
Beautiful message. I love being a black woman.,7
Just sold a #clip - FITNESS HOT WIFE ON VACATION II-BEING A CUM EATER CUCKOLD IS CODED IN YOUR GENES!:COUNTLESS HUGE CUMSHOT AND CUM EATING CUCKOLD HUMILIATION (WMV) {URL} #CUCKOLDING via @Clips4Sale {URL},0
@TeamCornyn C hick-fil-A that discriminates against gay people. And you run this promo during #pridemonth Totally tone deaf.,7
"This Pride month, are you ready to commit to being an ally for ALL LGBTQ folx? Here's my ally pledge, which I renew every year. Will you? {URL}",7
"@user @user This is one of, if not the best posts I've ever read on twitter. May Allah accept his and our prayers. We can sin all we want but our hearts always yearn for our Creator.",7
More than 3.3 billion women in the world and not even one to call your own. Asides your mother. Makes you wonder why you're on earth,7
"Blah Blah Blah Bla Blablabla. The 4 Bullshit Artists of the Apocalypse. Yeah - Taliban thinks she's the smart one. Hateful, lying terrorist supporting bitches all.🤬🇺🇸 {URL}",0
@RepAdamSchiff And Sir so are the Palestinian supporters on your side ready to blow Israel off the map with your super star Omar lighting the match! Give me a break! By the way they are invaders instead of using AK47's they use BABIES! REally deserve to be Americans?,4
"Faggots live for dick - it doesn't matter where it is, they will open themselves up to take random dick. Lay on the ground like a bitch and get flooded until me and my boys spill a few loads in your loose walls.",2
"@SenBlumenthal You really are dumb as a box of rocks. Think we are deaf, dumb and blind? We see whats going on at the border, we feel the effects of it all across the country. And I am sure our troops would rather be at borders than Afghanistan's, or Iraq's, or Syria's or Africa's etc.",7
LETS THINK: WHO COLONIZE WHO? The jew was living under their own jewish kingdom then under roman and byzantine colonization. Then in 7 century the islamic colonization.,7
"@user @user Not where I live! I love meeting other type Latinos and we have fun sharing commonalities! (Plus, PR men are damn sexY!)",7
"@user Rather than feel guilty, I'm proud to be part of the pigment that actually ended the practice of slavery around the world. Every race has experienced it, but only one put a stop to it.",7
Either you can follow me or swallow me bitch and I hit too many hoes to pause that shit.,0
@user @user Hispanics & Native Americans were here long before white Europeans showed up slaughtered both sides & stole these lands from them! So many people are blind to the history of this country before the whites stole it! #KnowYourHistory #HistoryMatters,7
@user Fucking dumb bitch,0
She's a sick bitch. & all the grown ass girls that be having sex with these young boys deserve to get beat up too!!! {URL},0
"I'm bi, but I use ""gay"" as an umbrella term sometimes. It works for me. Dassit.",7
#Israel is constantly working to make the world a more #accessible place to all. Over 800 people from 22 countries participated in Access Israel's 7th International Conference. {URL},7
And fuck whoever hating on a nigga!,7
"@user Jesus was not a homophobe. The homophobic stuff was Paul, and was like so many priests—self loathing.",7
@user Girl what do going today,7
Went to a car wash got on Twitter and we'll you know the rest 😂🤤💦🍆 #hung #latino #cock #precum #bi {URL},7
"@user We need to put them all in concentration camps..🤷‍♀️🙏 they are very dangerous my friend. Blowing up buildings killing doctors now follow women home to talk to them about God. One better never come up to me. I will be happy to go to jail, than have some twit telling me what to do. {URL}",3
wish niggas could network just as much as they beef.,1
"We, as black people, have to come together as ONE and stop the senseless killings and robbing of our own.",7
@user Girls can be so cruel,7
"Nationalism assumption that everyone speaks the same language. Instead of considering it a good skill, they think the people are UnAmerican. Also these folks are stupid. In chats on games on internet (which is worldwide web!), they say ""speak American!!!"".",7
"The racist symbolic order leaves no space for paradoxes: all gringos understand their differences and allegiances under powerful (and phony) racist ideas. They become Real in their effects, though, as they have gotten lethal. {URL}",7
@user They are an embarrassment to us all. The world is laughing at us at all the illegals coming here. They would be SHOT if they tried that in another country. How many terrorists do we already have? Just waiting...waiting.....,4
"Ok as a new generation of people come along who have never had to experience the past like we did, I don't blame them for wanting a straight pride parade. But we need to educate them about our history, not condemn them for being naive.",7
"@jeremycorbyn Shut the fuck up, you anti-Semitic piece of shit.",7
"@user Yeah because brain dead, fully compliant stepford wives who don't have a brain to challenge you and who care about themselves as much as a muddy doormat are so much fun to be with--if you are an insecure asshole Intel that is.",0
"Algeria won the Africa Cup last week, and these Algerians in France found a special way of celebrating, harassing 2 French women then relieving them of phones etc. {URL}",7
If your dick game so good that I've to do this typa stupidity stay the hell out of me.,7
Y'all bitches annoying asf sucking & fucking cucumbers 🥒 where's your morals 🥴,0
I strongly condemn the acquittals of 40 out of 41 cases of Muzaffarnagar communal violence in which 65 #Muslims were killed besides the instances of gang-rapes. Those were the barbaric acts. The justice has totally failed the victims.,7
@user @user @user @user lol im not sure in the current transgender climate that you guys qualify as female.. ;P,7
"It's okay @user We're here to help provide more education on what being #transgender means, the difference between #sexualorientation, #sex, and #gender... and a whole lot of other things. {URL}",7
"can u guys rt this! potential costumers are everywhere, besides it's pride month!! support a black trans creative!! {URL}",7
New from me at @user The thorny question of transgender rights and women's sports {URL},7
China is quietly working to weaken the United Nations' commitment to human rights. {URL} via @CFR_org,7
"Alright, I think we all know it's pride month, and there are some things I'd like to say to people about it(mostly toxic people). 1. You don't have to enjoy the fact that people are LGBT, no one said you had to scream ""oewbdbepwbeo I love GAY"". This, however, does NOT give you>",7
Equestrianism is one of the few sports where men and women compete on completely equal terms. #girlpower #thisgirlcan #ThrowbackThursday {URL},7
#LGBTcosplay Hi I'm bi but really I'm wifesexual for @user She/her I think that's pretty much it? {URL},7
Happy start of #PrideMonth 🌈 everyone! Earpers inspire me each and every day. Keep making the world a better place by being your true awesome selves. #LoveIsLove #WynonnaEarp {URL},7
Modi ji is lucky that people from across the globe came to India as volunteers to support him and campaign for him. {URL},7
@user @user Address what! The existence of Jews? And how do you want to address them?,7
"It doesn't matter if you're: — Black — White — Rich — Poor — Tall — Short — Cis — Trans — Disabled — Able-bodied You are VALID, you are WORTH IT, and you are LOVED. Except if you think a ""straight pride"" parade is a good idea.",7
"Hell, there are concerns current legal documentation around birth technically might prevent men (also non-binary people) from accessing government funded pregnancy care. I don't know if the paperwork I signed for my midwife last year was fraudulent or not.",7
In June you be /extra/ gay and do crimes {URL},7
"Mr Paal Bjornestad, Deputy Head of Mission : Embassy to Norway says Norway has been involved in this workshop for number of years to equip and empower women and it is ready to assist South Africa in this Validation. #DIRCOWomenPeaceandSecurity",7
"Due to complete inaction regarding immigration reform on the part of Congress, I see the 'plan' is now to ship 1000's of diseased, broke refugees here, there & F'ing everywhere for 5 years while they wait for asylum hearings. God Damn, what a farce. #ThirdWorld here we come.",4
@business Iran- Don't be foolish- Perhaps you should curl up with a book on GB ability to conquer even China. Seek peace and unite. Be the leader your region needs.,7
@user All women are weird so there's no win,7
it's pride month so i want to remind y'all that these hands are bisexual and you and yours mans can catch them,7
Niggas will try to play anything off I swear lmaoo {URL},7
idk how to act when guys actually treat me the way I deserve? like what do you mean you don't /just/ wanna fuck me??,7
fuck the feminists get ya fucken rat out,0
"""Bitches talking about ""you ruined my self esteem"" bitch it's called SELF esteem"" LMFAO Kat Williams still funny idc",7
@hgurdon Every group of people is entitled to a homeland. Those who attempt to deny them are the scourge for they will cause death and destruction.,7
"New Music: Rapping about being taken as a joke, Columbus, Ohio-based rapper Tieran explains the problems he faces as a 'White' rapper, vividly. Watch the official video for #Sick now on #GRUNGECAKE {URL} @user {URL}",7
Someone pin this bitch down and spit in her face pls {URL},0
"""It is important to understand the epidemic of violence against trans women of color and the crisis point at which we are now and have been for years,"" an executive director of a South Carolina LGBTQ group said. {URL}",7
"Tamil Nadu State Govt Promoting Pilgrimage Subsidy Only for Christians. Trip to Bethlehem, Jerusalem, Nazareth etc 𝗠𝗶𝗻𝗼𝗿𝗶𝘁𝘆 𝗢𝗯𝘀𝗲𝘀𝘀𝗶𝗼𝗻 𝗼𝗳 𝗕𝗝𝗣-ADMK Alliance BJP Propaganda Will Share Only if Such Things Happen in Opposition States {URL}",7
"Sixty-five years after the U.S. Supreme Court declared school segregation unconstitutional, Oklahoma City Public Schools is still grappling with the ""white flight"" spurred by integration. {URL} #OklaEd",7
gays are nearly always horny,7
Interracial threeway with young PAWG by DRuffBandit @manyvids {URL},7
@TarekFatah @user Rectums of 🐖 pigs.. inko allahu akbar bolke fatne ke alawa aur kuch nahi aata. Scums of the planet and disgrace of entire humanity.,1
"The Kippah Solidarity Trip was important to send a message not only in Germany, but to the world, that a Jew is just as entitled to identify freely in public as any other religion or people! Here's Part 2 of the trip's highlights. {URL}",7
🗣TELL THEM PUSSY CRACKAS THEY CAN BRING THE DOGS,1
@user @MattWalshBlog @user Molestation by priests is predatory. It has naught to do with homosexuality. Pedophile priests comparisons are as ignorant as blaming a female rape victim and saying she asked for it. Get some bandaids on those knuckles and clean up the cave floor.,7
"@user Ur not trash, other women are trash",0
Ok thats relateable to half of pakistani women population. {URL},7
Lesbians fuck with strapless dildo {URL},7
6 days out of every month I hate men. I can not tolerate them and don't want to be around them during that time. -,7
"@user Working in Muslim country ? Where beef is avaliable like popcorn ? If he is deshbhakt, he will say Bharat Mata ki jai on the airport of Bahrain 10times & join the jobless in India. Dam no he will work there, curse them, earn there, eat in the name of God whatever & Sanghi ?",7
"@user Ah just romance, as in ""a romance as ans other romance"", yes THAT would be the ultimate goal! Cause Love. Is. Love! On another level one could always define the term BL or Queer literature on different levels. One could see it as a historically cultural social term...",7
"The Ahmadiyya Muslim Community will be hosting #OpenMosque events in 40 locations across America on May 18, 2019 #Ramadan @TrueIslamUSA 'Our mosques are their mosques': Muslims invite fellow Americans to Open Mosque Day {URL} via @usatoday",7
"At community event in Japan, female OFWs walk up stage to give Duterte a kiss #DuterteInJapan {URL}",7
harry styles made me the whore I'm today this was my sexual awakening there's no other explanation to my hoe behaviour {URL},7
Women blame being a Hoe on a planet 48 million miles away. Unstable creatures,0
"Do you understand why the Palestinians don't trust you? You have funded settlements in the West Bank. You've moved US embassy to Jerusalem. You've cut all aid to Palestinians including hospitals, and you've shut down their diplomatic office in Washington. {URL}",7
#DSSUpliftsTheThirdGender #EmancipationOfEunuchs #Eunuchs #सुखदुआ_समाज #किन्नर_उद्धार a great initiative by #SaintDrGurmeetRamRahimSinghJi #DeraSachaSauda To the uplifting of third gender in society #GurmeetRamRahim #SaintMSG #BabaRamRahim {URL},7
"@user I live in South Africa and far worse things than this gets done to white farmers on a daily basis, I'm afraid evil is everywhere.",7
"If you are reading this, I will never ask you to prove your gender or sexuality to me. You are valid regardless of the myriad gatekeepers out there, especially the ones within our very own LGBTQIA+ communities. Be you.",7
"@user I guess there is only one solution left, I guess. Lots of REAL cock! ;-)",7
"Sweetie, when our country was attacked, you sat on your ass and did nothing. You were an able-bodied young person, and you did jack shit. Tens of thousands of LGBTQ people, myself included, joined up and served despite much of our country hating us. Where the hell were you, Ben? {URL}",7
"He will make sure each and every jihadi bastard in your country will die a painful death, and your rogue state Naapak Pakistan will be finished forever {URL}",4
kishis sarada even has the rainbow behind her CLEARLY showing support for her gay father {URL},7
It seem like all the real niggas be dying,7
WATCH: First Black Bond Girl Speaks Out Against Casting 007 As A Black Woman (Video) {URL} via @user,7
FUCK THAT MIDGET ARGENTINIAN FUCKHEAD HOPE AWB WILL BREAK HIS LEGS,4
😇 MileHighMedia Lesbian Anal Orgy with MASSIVE Strapon {URL},7
Losers don't actually get to see my nipples . They're so hard for cash right now #findom #femdom #paypig {URL},7
@user A reminder that Catholics should make up their own mind about what is moral and compassion and love and acceptance and who Jesus charged us to be.,7
"Wow. In #Iraq , this woman is getting slammed by religious conservatives for playing National Anthem on violin at West Asia Championship Opening in Karbalaa. I don't know her name but she plays beautifully: {URL}",7
"Look at yourself in the mirror while I fuck your tight pussy, slave. Do you see the fucking whore that needs to feel helpless while she's being fucked. The tape gag will muffle your cries when you cum! What yourself cum on my cock. Then I'll pump my cum in your slut pussy! {URL}",0
"We are an org founded by leaders of color, led by people of color for leaders of color. Come use your comm skills to help us elevate the leadership, voice and influence of people of color! {URL}",7
Trash ass hoe,0
"Do not be deceived: neither the sexually immoral, nor idolaters, nor adulterers, nor men who practice homosexuality, nor thieves, nor the greedy, nor drunkards, nor revilers, nor swindlers will inherit the kingdom of God. 1 Corinthians 6:9-10 #PrideMonth",7
"Next, after you finish cleaning my ass, i want you to suck his dick, honey.... Ok? You will do that for me, right? #cuckhumiliation #cuckold {URL}",0
Dumbass bitch,0
"@Queerty I'm black, Gay, Republican, a Trump supporter, and have PLENTY of conservative allies. Stop using this tired internet rag to divide people.",7
Get your face in there faggot while you give me your cash. 💰💰 #cashmaster #findom #cashfag #cashslave #paypig #cashpig #footmaster #alpha {URL},2
Ace/aro folks are Queer,7
that bitch bad looking like a bag of money,7
good little sluts suck their daddy's dick after he covers their face in his cum:) {URL},0
The #Holocaust was real and so is #ChristianGenocide #STOPChristianGenocide At least 100 Christians incinerated in 'well-targeted attack' - WND {URL} via @worldnetdaily,7
Her: this pussy gonna have you acting retarted 🤪 Me after i stick just the tip in: {URL},7
UN decries police use of 'excessive force' on Russian protesters {URL},7
Damn I can't wait to raise my black son with love and kindness.. some of you niggas need a hug,7
God Kabir in his Real Spiritual Knowledge says that alone recitation of the Holy Books will not provide salvation to a devotee unless he will do his deeds according to them #LordKabirJi {URL},7
"@user Also, you want Indians? Refer to India. And no, they're not Hindi. Hindi is the language. Have some respect for other cultures as well.",7
Martys Never Die. :') May ALLAH exalt their souls in ranks & give peace to their relatives. The real super heroes who sacrificed their lives for Our Motherland. 🇵🇰 May ALLAH showers his countless blessings on all of martyrs. Ameen SumAmeen. 💚 #CrushTTPTM {URL},7
@user @user More Taqiyya from a lying Muslim. We know your religion demands they all be murdered.,3
You are spreading fake propoganda against the Indian forces. This is Baloch where coward Pakistani forces targeting baloch people. Don't spread fake videos {URL},7
I am honored to be named One of The 100 Most Influential African Women in 2019 . I salute the other phenomenal women on this list. {URL} {URL},7
"@user @user @user @user @user @charliekirk11 @AOC Well, your rights are more important than another womans? If they are so good, why should we join a group that discriminates against the bible?",7
"OK can someone explain to me what Meghan Markle has done to piss off the reptiles this week? (Other than her disgraceful ongoing refusal to stop being black, obviously)",7
THIS IS SO WHOLESOME OMFG THE POWER OF WOMEN {URL},7
#Twitter bans #religious insults... #FuckReligion #FreedomOfSpeech {URL},7
@user I would love to suck your Big Dick one day Deep Throat suck it to the base. Mad skills when come to sucking,7
@TalbertSwan Race baiting at this horrible time. Also they are different cops also those cops that beat that black man may have beat that white guy. You don't know that.,7
"@user @user I love gay people so much but the truth is ""why did he had to use ladies room, he is still a man?",7
"Honestly, telling men nothing at all is dangerous. All you just need to do is exist and you're endangered. Men are horrible, terrible, psychopathic beasts. {URL}",0
"Last June, on the day he was supposed to board a plane back to his home country of Mexico, Jose Robles took refuge in a church in downtown Seattle. When he could no longer avoid reporting to immigration, his family and community rallied around him. {URL}",7
@user @user I changed high schools just to get out the hood and better my self just to see niggas who not even like that 💯,7
Fuck a classy hoe ...yeah i still fuck a ratchet bitch,0
you know whats annoying? feminists who feel its needed to go to the extent of creating massive double standards and screwing over men then calling the men sexist cunts for trying to defend themselves HOES MAD,0
I hate dumb bitches,0
"""Why Most Women Love To Have Curvy Body Shape"" – Actress Daniella Okeke {URL} {URL}",7
i am: □ boy □ girl □ nonbinary ■ dumb retarded fucking bitch,0
"✨🏳️‍🌈 LGBT+ Artist Discovery! 🏳️‍🌈✨ Hey my #artistsontwitter , pop your art down below and boost each other up. Open to all kinds of art, shout out to merch makers, let's support actual queer creators, not corporations! I'll RT responses throughout pride month! 💖 Love you all 💖 {URL}",7
@user That hoe suck,0
it's almost pride month so have a very cute bi pride boyo {URL},7
"@OfficialDGISPR After massacring hundreds and thousands of people in #Kashmir, now India is using cluster bombs We strongly condemn this inhumane attitude and urge intl community to take notice of India's blatant attempt to sabotage regional peace. #IndiaUsingClusterBombs {URL}",7
i want to smack this bitch this is so disgusting {URL},0
"@user Each of these pastor have targets of min.100 souls, which ensures their family/children education in best of school becomes {URL} Kerala Church asked followers to give 5 coconut to hindu family {URL} one month time that family can be converted",3
@user @user No one should be perplexed by this word! If you say we are man kind women are confused! Cisgender is a real word! It's about being a person with self worth and skills! That unites the sexes into one culture! Transgender is more confusing to myself! Opinion?,7
"Fuck each and every one of y'all messy ass hoes, sincerely",0
"@user @LiberalAus Oh FFS Lyle. Give it s rest. You have religious freedom, you don't have the freedom to shove your disgusting garbage down our throats or vilify ppl for their genetic makeup. Now fuck off! You disgust decent people.",7
@user @GOP @user It is beyond comprehension how evangelicals support policies so completely antithetical to the teachings of Christ.,7
@user I grew up korean in a heavy Chinese hood so I grew up kinda wishing I were chinese,7
PSA: if you're bisexual in a hetro relationship you still get to celebrate pride and be proud of who you are🤗🌈,7
Damn White People and Their... (reaches into backpack) Going Outdoors... {URL} #literallyracist #damnwhitepeople,7
@user Lmao nigga I be so mad lmao 😂 I luhhh the kids tho,7
I wonder how can anyone support someone who believes another prophet after Rasoolullah Saw after reading this ayaah because it is showing your doubts in Last prophet's belief. #قادیانی_دنیاکابدترین_کافر {URL},7
this bitch is grade a retarded,5
"@LahavHarkov I called Knafeh Palestinian. I think it is! You can identify as ""American"" and not Iranian or Persian, but still enjoy Persian food.",7
@user @user Live how I wanna live. Real niggas in this bitch 4Real 💪🏾,7
"Asian American sex workers on the frontlines of xenophobia, sexism, racism. This powerful dominatrix is one of our community heroes. {URL}",7
For my #LGBTQ friends in the Catholic Church: God loves you. #PrideMonth {URL},7
@user @Franklin_Graham Yet Muslem faith is being taught in some of our schools. Where is the separation of their faith? It's mostly done secretly and students are not suppose to tell. Recently a teacher made a student renounce his Christian faith and repeat a Muslim prayer to a false god.,7
@user @IlhanMN Anti-Semitic is contextual.,7
"#12 Kali Deity Vandalized in Kushita, Bangladesh One Kali deity was broken and another was lying on the floor by the temple caretaker, along with several precious ornaments stolen, in a Hindu Temple in Kushtia, Bangladesh.",7
@JoshLeviWorld Definitely Bigger or Brown Skin Girl.,7
the best girls will always be the most difficult ones. so deal with it or just go get yourself a basic hoe,7
i wanna kill this nigga so bad but i know ima cry and go to jail,1
@user This is why Islam has made a clear distinction between a mahram and a non-mahram,7
it's ALWAYS the fucking whites who be commiting the worst type of crimes... but us mexicans are the problem {URL},1
Whew chile the ghetto! Someone get these thugs out of here! *dials 911*,1
"When a man makes more money, he feels like he wants more women but when a woman makes more money, she feels like she doesn't need a man.",7
"Eid Mubarak to all Muslims, and everyone else celebrating today. May Allah accept your prayers. Barka da Sallah! #EidAlFitr2019 #Sortkabng {URL}",7
@user your Twitter Days are numbered nigger!,1
"@user none of ya business about what lgbtq people do, straight person. {URL}",7
Bitch ass niggas need they fuckin head chopped off !!!!! This video made mad af why you shooting and you see the baby 🤦‍♂️,1
Illegal Alien Charged with Murdering Four Americans Claims He Is 'Mentally Disabled' {URL},7
"@user @user You're a fucking idiot. Not only is there quite a lot of openly gay conservatives but they a lot of them hate this sexualising and indoctrinating innocent kids and calling it ""progressive""",7
Girls are trash,0
@LiveAction @user Especially dangerous if you're a black baby in NY #SystematicGenocide #Blacklivesmatter #AllLivesMatter #DefundPP {URL},7
"If you're Christian and you don't hate Jews, you are betraying Jesus.",3
Asian hotness {URL},7
White people really be driving cars that niggas don't even think about 😂 I ain't never seen a nigga cop a Mazda or Subaru off the lot 😭😭😭,7
Sometimes you gotta have a baby on a nigga to show him you not playing 😂😂😂💯,1
"May Allah accept it from us as an act of Ibadah, grant us goodness in the dunya and Akhira, and save us From the torment of hellfire on the day of Qiyama.",7
"At a concert in Moscow, #Rammstein challenged Russia's ""gay propaganda"" law when Paul Landers and Richard Kruspe kissed each other onstage: {URL} {URL}",7
y'all can stop clowning on masculine women. when those joggers come off there's a whole lot of ass waiting for you.,7
"I hate dumb niggas who can't drive, nigga really hit my car and tried to blame me.",1
"It was easier to have two operations on my genitals before I turned 18 to erase my intersex body than it is for me to get gender confirmation surgery now as an adult. Hell, it was easier than just getting hormones.",7
Because ISIS is an existing terrorist group. Young white men are a demonized demographic. How do you create outbursts of nihilistic violence? By doing exactly what you are doing and refusing to see young white men as anything more than the sum total of all the evil in the world. {URL},7
happy pride month 🌈 here's a reminder to give your money directly to lgbtq+ people this month and not to these large corporations exploiting us for profit 🏳️‍🌈❤️💛💙,7
"Watch ""Death to the Arabs"" {URL}",1
"@user @user @user @user But at equivalent levels, women are not ""just as skilled"" as men at football.",7
@user @IlhanMN We can send her back and those who hate this country. What we can't send back or bring back are the babies murdered by liberals through Abortion. #AbortionIsMurder,4
Please keep smacking bitches,0
"Hey Twitter!!! Islam is a tool of Satan!!! Muslims worship a child molester!!! There is only one God and he is YOUR maker and he still sits on his throne, watching all of you disgusting fools!!!! I pity all of you when you stand before him!!",3
So basically Iran's affiliates use American Made machinery to step on American flags? Wow. Just Wow! @user @user @user @user @user {URL},7
I'm Muslim I'm against hijab and niqab.. I'm against against Sharia law.. I'm against Antisemitic.. I support XMuslims right to criticize Islam.. I support LGBT.. I support democracy and freedom of speech..,7
"Perhaps not quite so strident as that. Maybe if we asked if Salafist and other hard-line islamist types were returned, there might be a more congenial response.",7
@user @user and attacking the women.,7
"Stop degrading women, they're more than a piece of meat.",7
@IDF Way to go @IDF all terrorists should meet their maker. Radical Islam is a disease that needs to be vaccinated with bullets.,3
"Hazrat Mirza Masroor Ahmad ""Indeed it is a cause of great regret that some Muslim countries are riven with conflict"" #StopWW3",7
@mattgaetz Willful ignorance in action to kill black/brown people.,7
It's what happens when you reject gays. {URL},7
"Part of the reason I discovered Dr Ambedkar & Malcolm X so late in my life because I grew up in Hindi. The world of Hindi has only Brahmin writers, poets, thinkers, artists. It's almost impossible to ever know about justice and equality if you knew only Hindi.",7
@user @user Yea cause french fuckin came and stayed In algeria for 130 years if France is great why didn't they fuckin stay there,4
@sudhirchaudhary @ombirlakota One determined person since 2014 has made all the difference. He is a household name within & without India Only tough but dispassionate mind can salvage India for the pride it had @narendramodi,7
No lie I would've shot her ugly ass,0
A Model of Christian Charity - The Atlantic {URL},7
"Historic! Muslim Women (Protection of Rights on Marriage) Bill, 2019 passed in Rajya Sabha. Congratulations to PM Sh @narendramodi ji for giving the life of dignity to my Muslim sisters. #TripleTalaqBill",7
"@user @user America was built on genocide and slavery. Until white people have the balls to admit the crimes their ancestors committed, and which to this day they benefit greatly from, this will not change.",7
"""I want to compete with myself and support other women. There's enough for all of us."" said @ErikaLSanchez Yass!!👏🏼💛",7
Congratulations Champ n Team India For This Amazing Victory🤘 Proud Of You Boys🤘 HardWork Dedication Passion Pays Off🤘 @imVkohli @BCCI #CWC19 #INDvAUS #ViratKohli {URL},7
U bitches got titties that sit up???? BORRING I'll sling my titties across a nigga neck like a lasso,7
I have so much respect for the 90's Japanese drifters:,7
is that why you banned transgenders from serving in the military? you do know that T stands for trans...right??,7
@user @user faggot,2
Just saw a nigga with a fat ass coat on I just ran I jus knew he had a gun🤦🏽‍♂️,1
#LordKabirJi One Almighty supreme real god that proovide complete salvation is Lord kabirji as depicted in four vedas kuran bible guru granth sahib ji and all those personalities whom he met to provide salvation like guru nank dev ji {URL},7
That's why I fucked yo bitch you fat muthafucker,0
@user SHE IS FROM ISALND LESBOS - WHERE SHE WAHT- oh sh and many others girls are from greece island lesbos ?,7
I would love to suck on that big black cock sucking all the cum out the head all the time that you can deliver why you fuck my throat,7
Ain't a lick of nigger in that baby. {URL},1
"@user COMING FROM A FAILED RAT, AND SOMEONE WHO LIVED IN A GARBAGE DUMP OF A COUNTRY AND THEN COMES TO THE USA TO TRY TO BASH US BUT TRY IT IN YOUR DUMP OF A COUNTRY YOU LOW LIFE UNGRATEFUL AND SHOULD BE DEPORTED",4
"Get some fat-ass landwhales and a few gun nuts with shotguns standing about 20m back on one side, a refugee on the other and we have refugee skeet shooting!",4
I will retweet all this on my other @user account you stupid fucks. I mean how stupid can you be. Are you full of Negro attitudes. You are all fucking Negros. Negro. Niggers. Black fucks. Testing testing.,1
men will hype up a woman that works for a system that puts children in concentration camps because they're horny and vile sacks of shit i hate this bitch of an earth so much {URL},0
You say you don't succ dicc Bitch You Childish… imma side nigga WTF is a title…You a nasty nigga type to fucc her on period 🌚🥴😂😈,1
"Islam is bullsh#t.. a butch a beating, butchering, bombing bastards!",3
hello being bi does not mean being attracted to only two genders (though it definitely can be for some people!) and non-bi people maybe uh don't insinuate that it does?,7
"it's 2019, please stop being Sexist and calling women sluts. the polite term is cum sommelier",0
this further proves that i am legit attracted to womEN,7
Did she just defeat all men? Fuck I think so,7
"Zimbabweans would disagree, of course. {URL}",7
"sorry to burst y'all bubble but she said ""lgbt queen"" aka what the stans be calling her so she was just referring to that as one of her sides she's not actually gay {URL}",7
Clashes outside primary school over same-sex relationship lessons {URL},7
Retweet 🔄 to share a toast in celebration of Pride Month!! 🌈🍷🍾 #LoveWins ❤ #PrideMonth {URL},7
Arab fans love you so much💜💜. @user @GOT7Official,7
I swear y'all make the most stupid shit/people go viral!!! FUCK THIS BITCH. FUCK ICE. FUCK AMERIKKKA. FREE EVERY UNDOCUMENTED PERSON/CHILD. {URL},7
These bitches ugly,0
This was a sermon. Every American should hear it. {URL},7
white is really her color😍 {URL},7
"I use to hang with 50 niggas, 20 of em got murk the other 20 then turned pussy and the other 10 put in work",1
"(Margaret) ""Court — a Pentecostal preacher whose vocal opposition to gay marriage .... — said King and others were trying to discredit her. ""I pray for her (King), I have always held respect for her,"" she said. ""It's because our beliefs are so different."" {URL}",7
*and on June 1st all the planets aligned and lit up in pink blue and white in solidarity with trans persons everywhere*,7
niggas be wanting a solid bitch and don't even be solid themselves 😂,7
@user @user @user @user the only reason i can think of him blocking me is for being gay / my non binary phase cause we were mutuals,7
Your wife is a #fatass #blonde #bitch who takes monster #bbc #anal and #asstomouth #cuminmouth {URL},0
"We at @IBM believe it is important to celebrate diversity and accept people for who they are, which is why we are in support of Gender Affirmation Benefits. #LGBTQ #Diversity {URL}",7
"sick of these niggas, hire some help get rid of these niggas",1
"Students protest in front of the Indian embassy in Tehran Iran, in solidarity with the people of Indian occupied kashmir {URL}",7
"India is a Hindu rashtra. We intend to keep it that way. If we have to establish a H state for this, so be it. Non-Hs can call it home, have all the secular rights the State has to offer but Hs are first among equals. Their culture is the national culture. It is not negotiable.",7
"200 New Immigrants From France, Russia, Argentina, Brazil, Venezuela Arrived In Israel On Jewish Agency Flights {URL}",7
Y'all bitches really too stupid to be getting pregnant,0
It's interesting what so many of us view as masculine energy. {URL},7
"@user Holland is a gay artist in Korea and cant promote and people are acting like we are being terrible for us wanting an explanation. People need to look at the bigger picture, we dont care if she is gay or not, we want her to be safe regardless",7
"I'd just like to say something to all of trans Twitter. Your dysphoria is lying to you, you are beautiful, perfect, and valid the way you are.",7
@user nigga go to bed early for once,7
Classy lady @user #milf #mature #femdom #mistress {URL},7
I wished you dumb bitches would stop speaking on shit you know nothing about!,0
